Date,Location,PRCP,SNOW,TMAX,TMIN,TMAXbin,TMINbin
2013-01-01T00:00:00,USC00186350,0.0,0.0,44.0,30.0,1.0,1.0
2013-01-02T00:00:00,USC00186350,0.0,0.0,45.0,30.0,1.0,1.0
2013-01-03T00:00:00,USC00186350,0.0,0.0,38.0,25.0,1.0,1.0
2013-01-04T00:00:00,USC00186350,0.0,0.0,39.0,25.0,1.0,1.0
2013-01-05T00:00:00,USC00186350,0.0,0.0,45.0,23.0,1.0,1.0
2013-01-06T00:00:00,USC00186350,0.0,0.0,45.0,30.0,1.0,1.0
2013-01-07T00:00:00,USC00186350,0.0,0.0,51.0,31.0,1.0,1.0
2013-01-08T00:00:00,USC00186350,0.0,0.0,47.0,27.0,1.0,1.0
2013-01-09T00:00:00,USC00186350,0.0,0.0,53.0,30.0,1.0,1.0
2013-01-10T00:00:00,USC00186350,0.0,0.0,52.0,31.0,1.0,1.0
2013-01-11T00:00:00,USC00186350,0.0,0.0,56.0,34.0,1.0,1.0
2013-01-12T00:00:00,USC00186350,0.04,0.0,47.0,40.0,1.0,2.0
2013-01-13T00:00:00,USC00186350,0.0,0.0,55.0,43.0,1.0,2.0
2013-01-14T00:00:00,USC00186350,0.02,0.0,61.0,45.0,2.0,2.0
2013-01-15T00:00:00,USC00186350,0.44,0.0,61.0,40.0,2.0,2.0
2013-01-16T00:00:00,USC00186350,0.73,0.0,41.0,35.0,1.0,1.0
2013-01-17T00:00:00,USC00186350,0.09,0.0,45.0,36.0,1.0,1.0
2013-01-18T00:00:00,USC00186350,0.0,0.0,45.0,34.0,1.0,1.0
2013-01-19T00:00:00,USC00186350,0.0,0.0,38.0,28.0,1.0,1.0
2013-01-20T00:00:00,USC00186350,0.0,0.0,54.0,35.0,1.0,1.0
2013-01-21T00:00:00,USC00186350,0.0,0.0,60.0,32.0,2.0,1.0
2013-01-22T00:00:00,USC00186350,0.0,0.0,47.0,19.0,1.0,1.0
2013-01-23T00:00:00,USC00186350,0.0,0.0,35.0,15.0,1.0,1.0
2013-01-24T00:00:00,USC00186350,0.04,0.9,27.0,16.0,1.0,1.0
2013-01-25T00:00:00,USC00186350,0.0,0.0,28.0,17.0,1.0,1.0
2013-01-26T00:00:00,USC00186350,0.02,0.5,26.0,19.0,1.0,1.0
2013-01-27T00:00:00,USC00186350,0.0,0.0,33.0,18.0,1.0,1.0
2013-01-28T00:00:00,USC00186350,0.17,0.0,40.0,19.0,1.0,1.0
2013-01-29T00:00:00,USC00186350,0.0,0.0,47.0,34.0,1.0,1.0
2013-01-30T00:00:00,USC00186350,0.0,0.0,71.0,42.0,2.0,2.0
2013-01-31T00:00:00,USC00186350,1.05,0.0,72.0,44.0,2.0,2.0
2013-02-01T00:00:00,USC00186350,0.01,0.4,48.0,28.0,1.0,1.0
2013-02-02T00:00:00,USC00186350,0.0,0.0,30.0,17.0,1.0,1.0
2013-02-03T00:00:00,USC00186350,0.02,0.4,32.0,22.0,1.0,1.0
2013-02-04T00:00:00,USC00186350,0.0,0.0,35.0,24.0,1.0,1.0
2013-02-05T00:00:00,USC00186350,0.0,0.0,36.0,27.0,1.0,1.0
2013-02-06T00:00:00,USC00186350,0.0,0.0,42.0,27.0,1.0,1.0
2013-02-07T00:00:00,USC00186350,0.0,0.0,48.0,27.0,1.0,1.0
2013-02-08T00:00:00,USC00186350,0.19,0.0,41.0,30.0,1.0,1.0
2013-02-09T00:00:00,USC00186350,0.0,0.0,43.0,30.0,1.0,1.0
2013-02-10T00:00:00,USC00186350,0.0,0.0,43.0,21.0,1.0,1.0
2013-02-11T00:00:00,USC00186350,0.3,0.0,46.0,26.0,1.0,1.0
2013-02-12T00:00:00,USC00186350,0.0,0.0,54.0,38.0,1.0,1.0
2013-02-13T00:00:00,USC00186350,0.0,0.0,58.0,32.0,1.0,1.0
2013-02-14T00:00:00,USC00186350,0.23,0.0,48.0,32.0,1.0,1.0
2013-02-15T00:00:00,USC00186350,0.0,0.0,51.0,33.0,1.0,1.0
2013-02-16T00:00:00,USC00186350,0.13,0.0,60.0,35.0,2.0,1.0
2013-02-17T00:00:00,USC00186350,0.0,0.0,49.0,27.0,1.0,1.0
2013-02-18T00:00:00,USC00186350,0.0,0.0,34.0,22.0,1.0,1.0
2013-02-19T00:00:00,USC00186350,0.0,0.0,42.0,32.0,1.0,1.0
2013-02-20T00:00:00,USC00186350,0.06,0.0,46.0,32.0,1.0,1.0
2013-02-21T00:00:00,USC00186350,0.0,0.0,46.0,25.0,1.0,1.0
2013-02-22T00:00:00,USC00186350,0.0,0.0,41.0,28.0,1.0,1.0
2013-02-23T00:00:00,USC00186350,0.615,0.0,35.0,32.0,1.0,1.0
2013-02-24T00:00:00,USC00186350,0.0,0.0,47.0,35.0,1.0,1.0
2013-02-25T00:00:00,USC00186350,0.0,0.0,58.0,28.0,1.0,1.0
2013-02-26T00:00:00,USC00186350,0.0,0.0,49.0,29.0,1.0,1.0
2013-02-27T00:00:00,USC00186350,0.64,0.0,41.0,33.0,1.0,1.0
2013-02-28T00:00:00,USC00186350,0.02,0.0,56.0,41.0,1.0,2.0
2013-03-01T00:00:00,USC00186350,0.0,0.0,49.0,38.0,1.0,1.0
2013-03-02T00:00:00,USC00186350,0.0,0.0,46.0,32.0,1.0,1.0
2013-03-04T00:00:00,USC00186350,0.0,0.0,42.0,29.0,1.0,1.0
2013-03-05T00:00:00,USC00186350,0.0,0.0,46.0,30.0,1.0,1.0
2013-03-07T00:00:00,USC00186350,0.7,0.0,41.0,33.0,1.0,1.0
2013-03-08T00:00:00,USC00186350,0.0,0.0,52.0,37.0,1.0,1.0
2013-03-09T00:00:00,USC00186350,0.0,0.0,52.0,36.0,1.0,1.0
2013-03-10T00:00:00,USC00186350,0.0,0.0,63.0,31.0,2.0,1.0
2013-03-11T00:00:00,USC00186350,0.0,0.0,64.0,32.0,2.0,1.0
2013-03-12T00:00:00,USC00186350,0.11,0.0,63.0,45.0,2.0,2.0
2013-03-13T00:00:00,USC00186350,0.63,0.0,60.0,33.0,2.0,1.0
2013-03-14T00:00:00,USC00186350,0.0,0.0,52.0,33.0,1.0,1.0
2013-03-15T00:00:00,USC00186350,0.0,0.0,48.0,30.0,1.0,1.0
2013-03-18T00:00:00,USC00186350,0.0,0.0,42.0,35.0,1.0,1.0
2013-03-19T00:00:00,USC00186350,0.3,0.0,39.0,34.0,1.0,1.0
2013-03-20T00:00:00,USC00186350,0.0,0.0,60.0,33.0,2.0,1.0
2013-03-21T00:00:00,USC00186350,0.0,0.0,53.0,33.0,1.0,1.0
2013-03-22T00:00:00,USC00186350,0.0,0.0,40.0,30.0,1.0,1.0
2013-03-23T00:00:00,USC00186350,0.0,0.0,54.5,27.0,1.0,1.0
2013-03-24T00:00:00,USC00186350,0.0,0.0,55.0,29.0,1.0,1.0
2013-03-25T00:00:00,USC00186350,0.42,1.7,44.0,32.0,1.0,1.0
2013-03-27T00:00:00,USC00186350,0.0,0.0,52.0,37.0,1.0,1.0
2013-03-28T00:00:00,USC00186350,0.0,0.0,53.0,38.0,1.0,1.0
2013-03-29T00:00:00,USC00186350,0.0,0.0,50.0,41.0,1.0,2.0
2013-03-30T00:00:00,USC00186350,0.0,0.0,58.0,35.0,1.0,1.0
2013-03-31T00:00:00,USC00186350,0.0,0.0,62.0,30.0,2.0,1.0
2013-04-01T00:00:00,USC00186350,0.02,0.0,58.0,39.0,1.0,2.0
2013-04-02T00:00:00,USC00186350,0.0,0.0,67.0,35.0,2.0,1.0
2013-04-03T00:00:00,USC00186350,0.0,0.0,50.0,31.0,1.0,1.0
2013-04-04T00:00:00,USC00186350,0.0,0.0,54.0,27.0,1.0,1.0
2013-04-05T00:00:00,USC00186350,0.27,0.0,50.0,32.0,1.0,1.0
2013-04-06T00:00:00,USC00186350,0.0,0.0,67.0,39.0,2.0,2.0
2013-04-07T00:00:00,USC00186350,0.0,0.0,59.0,40.0,1.0,2.0
2013-04-08T00:00:00,USC00186350,0.0,0.0,72.0,44.0,2.0,2.0
2013-04-09T00:00:00,USC00186350,0.0,0.0,82.0,57.0,3.0,2.0
2013-04-10T00:00:00,USC00186350,0.0,0.0,87.0,63.0,3.0,3.0
2013-04-11T00:00:00,USC00186350,0.0,0.0,93.0,60.0,3.0,2.0
2013-04-12T00:00:00,USC00186350,0.56,0.0,88.0,52.0,3.0,2.0
2013-04-13T00:00:00,USC00186350,0.24,0.0,80.0,45.0,3.0,2.0
2013-04-14T00:00:00,USC00186350,0.0,0.0,71.0,43.0,2.0,2.0
2013-04-15T00:00:00,USC00186350,0.01,0.0,69.0,49.0,2.0,2.0
2013-04-16T00:00:00,USC00186350,0.0,0.0,62.0,54.0,2.0,2.0
2013-04-17T00:00:00,USC00186350,0.01,0.0,76.0,55.0,2.0,2.0
2013-04-18T00:00:00,USC00186350,0.07,0.0,78.0,54.0,2.0,2.0
2013-04-19T00:00:00,USC00186350,0.03,0.0,79.0,59.0,2.0,2.0
2013-04-20T00:00:00,USC00186350,0.8,0.0,80.0,48.0,3.0,2.0
2013-04-21T00:00:00,USC00186350,0.0,0.0,62.0,40.0,2.0,2.0
2013-04-22T00:00:00,USC00186350,0.0,0.0,56.0,37.0,1.0,1.0
2013-04-23T00:00:00,USC00186350,0.0,0.0,58.0,44.0,1.0,2.0
2013-04-24T00:00:00,USC00186350,0.0,0.0,63.0,44.0,2.0,2.0
2013-04-25T00:00:00,USC00186350,0.0,0.0,79.0,47.0,2.0,2.0
2013-04-26T00:00:00,USC00186350,0.0,0.0,67.0,43.0,2.0,2.0
2013-04-29T00:00:00,USC00186350,0.16,0.0,69.0,53.0,2.0,2.0
2013-04-30T00:00:00,USC00186350,0.19,0.0,61.0,54.0,2.0,2.0
2013-05-01T00:00:00,USC00186350,0.05,0.0,60.0,46.0,2.0,2.0
2013-05-02T00:00:00,USC00186350,0.0,0.0,73.0,44.0,2.0,2.0
2013-05-03T00:00:00,USC00186350,0.0,0.0,69.0,47.0,2.0,2.0
2013-05-04T00:00:00,USC00186350,0.0,0.0,69.0,48.0,2.0,2.0
2013-05-05T00:00:00,USC00186350,0.0,0.0,69.0,46.0,2.0,2.0
2013-05-06T00:00:00,USC00186350,0.0,0.0,64.0,49.0,2.0,2.0
2013-05-07T00:00:00,USC00186350,0.0,0.0,63.0,51.0,2.0,2.0
2013-05-08T00:00:00,USC00186350,0.67,0.0,64.0,59.0,2.0,2.0
2013-05-09T00:00:00,USC00186350,0.09,0.0,67.5,54.0,2.0,2.0
2013-05-10T00:00:00,USC00186350,0.05,0.0,76.0,55.0,2.0,2.0
2013-05-11T00:00:00,USC00186350,0.34,0.0,86.0,61.0,3.0,3.0
2013-05-12T00:00:00,USC00186350,0.2,0.0,85.0,59.0,3.0,2.0
2013-05-13T00:00:00,USC00186350,0.0,0.0,66.0,44.0,2.0,2.0
2013-05-14T00:00:00,USC00186350,0.0,0.0,62.0,36.0,2.0,1.0
2013-05-15T00:00:00,USC00186350,0.0,0.0,67.0,43.0,2.0,2.0
2013-05-16T00:00:00,USC00186350,0.0,0.0,88.0,60.0,3.0,2.0
2013-05-17T00:00:00,USC00186350,0.0,0.0,85.0,62.0,3.0,3.0
2013-05-18T00:00:00,USC00186350,0.0,0.0,86.0,63.0,3.0,3.0
2013-05-19T00:00:00,USC00186350,0.2,0.0,77.0,46.5,2.0,2.0
2013-05-20T00:00:00,USC00186350,0.0,0.0,77.0,60.0,2.0,2.0
2013-05-21T00:00:00,USC00186350,0.0,0.0,84.0,67.0,3.0,3.0
2013-05-22T00:00:00,USC00186350,0.0,0.0,85.0,70.0,3.0,3.0
2013-05-23T00:00:00,USC00186350,0.0,0.0,88.0,68.0,3.0,3.0
2013-05-24T00:00:00,USC00186350,0.46,0.0,84.0,58.0,3.0,2.0
2013-05-25T00:00:00,USC00186350,0.03,0.0,59.0,46.0,1.0,2.0
2013-05-26T00:00:00,USC00186350,0.0,0.0,68.0,47.0,2.0,2.0
2013-05-27T00:00:00,USC00186350,0.0,0.0,74.0,48.0,2.0,2.0
2013-05-28T00:00:00,USC00186350,0.0,0.0,73.0,52.0,2.0,2.0
2013-05-29T00:00:00,USC00186350,0.06,0.0,84.0,63.0,3.0,3.0
2013-05-30T00:00:00,USC00186350,0.0,0.0,91.0,70.0,3.0,3.0
2013-05-31T00:00:00,USC00186350,0.0,0.0,93.0,70.0,3.0,3.0
2013-06-01T00:00:00,USC00186350,0.0,0.0,92.0,71.0,3.0,3.0
2013-06-02T00:00:00,USC00186350,0.0,0.0,93.0,74.0,3.0,3.0
2013-06-03T00:00:00,USC00186350,0.97,0.0,86.0,67.0,3.0,3.0
2013-06-04T00:00:00,USC00186350,0.06,0.0,83.0,62.0,3.0,3.0
2013-06-05T00:00:00,USC00186350,0.0,0.0,78.0,55.0,2.0,2.0
2013-06-06T00:00:00,USC00186350,0.0,0.0,81.0,61.0,3.0,3.0
2013-06-07T00:00:00,USC00186350,1.65,0.0,77.0,65.0,2.0,3.0
2013-06-08T00:00:00,USC00186350,0.8,0.0,72.0,66.0,2.0,3.0
2013-06-09T00:00:00,USC00186350,0.0,0.0,83.0,64.0,3.0,3.0
2013-06-10T00:00:00,USC00186350,0.59,0.0,83.0,70.0,3.0,3.0
2013-06-11T00:00:00,USC00186350,1.86,0.0,81.0,68.0,3.0,3.0
2013-06-12T00:00:00,USC00186350,0.0,0.0,85.0,70.0,3.0,3.0
2013-06-13T00:00:00,USC00186350,0.0,0.0,92.0,73.0,3.0,3.0
2013-06-14T00:00:00,USC00186350,0.41,0.0,82.5,61.0,3.0,3.0
2013-06-15T00:00:00,USC00186350,0.0,0.0,78.0,66.0,2.0,3.0
2013-06-16T00:00:00,USC00186350,0.0,0.0,85.0,65.0,3.0,3.0
2013-06-17T00:00:00,USC00186350,0.0,0.0,87.0,72.0,3.0,3.0
2013-06-18T00:00:00,USC00186350,0.0,0.0,88.0,72.0,3.0,3.0
2013-06-19T00:00:00,USC00186350,0.23,0.0,78.0,65.0,2.0,3.0
2013-06-20T00:00:00,USC00186350,0.0,0.0,78.0,62.0,2.0,3.0
2013-06-21T00:00:00,USC00186350,0.0,0.0,83.0,58.0,3.0,2.0
2013-06-22T00:00:00,USC00186350,0.0,0.0,84.0,63.0,3.0,3.0
2013-06-23T00:00:00,USC00186350,0.0,0.0,87.0,63.0,3.0,3.0
2013-06-24T00:00:00,USC00186350,0.46,0.0,86.0,72.0,3.0,3.0
2013-06-25T00:00:00,USC00186350,0.0,0.0,87.0,71.0,3.0,3.0
2013-06-26T00:00:00,USC00186350,0.06,0.0,94.0,69.0,3.0,3.0
2013-06-27T00:00:00,USC00186350,0.1,0.0,93.0,70.0,3.0,3.0
2013-06-28T00:00:00,USC00186350,0.24,0.0,87.0,72.0,3.0,3.0
2013-06-29T00:00:00,USC00186350,1.33,0.0,89.0,68.0,3.0,3.0
2013-06-30T00:00:00,USC00186350,0.0,0.0,89.0,69.0,3.0,3.0
2013-07-01T00:00:00,USC00186350,0.21,0.0,88.0,73.0,3.0,3.0
2013-07-02T00:00:00,USC00186350,0.63,0.0,88.0,73.0,3.0,3.0
2013-07-03T00:00:00,USC00186350,0.16,0.0,84.0,73.0,3.0,3.0
2013-07-04T00:00:00,USC00186350,0.26,0.0,88.0,74.0,3.0,3.0
2013-07-05T00:00:00,USC00186350,0.0,0.0,92.0,76.0,3.0,3.0
2013-07-06T00:00:00,USC00186350,0.0,0.0,91.0,77.0,3.0,3.0
2013-07-07T00:00:00,USC00186350,0.0,0.0,94.0,76.0,3.0,3.0
2013-07-08T00:00:00,USC00186350,0.12,0.0,93.0,72.0,3.0,3.0
2013-07-09T00:00:00,USC00186350,0.11,0.0,88.0,74.0,3.0,3.0
2013-07-10T00:00:00,USC00186350,0.03,0.0,87.0,72.0,3.0,3.0
2013-07-11T00:00:00,USC00186350,0.07,0.0,91.0,74.0,3.0,3.0
2013-07-12T00:00:00,USC00186350,1.4966666666666668,0.0,87.0,68.0,3.0,3.0
2013-07-13T00:00:00,USC00186350,0.1,0.0,76.0,68.0,2.0,3.0
2013-07-14T00:00:00,USC00186350,0.08,0.0,89.0,73.0,3.0,3.0
2013-07-15T00:00:00,USC00186350,0.0,0.0,93.0,74.0,3.0,3.0
2013-07-16T00:00:00,USC00186350,0.0,0.0,94.0,79.0,3.0,3.0
2013-07-17T00:00:00,USC00186350,0.0,0.0,95.0,77.0,3.0,3.0
2013-07-18T00:00:00,USC00186350,0.0,0.0,97.0,78.0,3.0,3.0
2013-07-19T00:00:00,USC00186350,0.18,0.0,96.0,78.0,3.0,3.0
2013-07-20T00:00:00,USC00186350,0.0,0.0,96.0,80.0,3.0,3.0
2013-07-21T00:00:00,USC00186350,0.0,0.0,94.0,75.0,3.0,3.0
2013-07-22T00:00:00,USC00186350,0.0,0.0,92.0,74.0,3.0,3.0
2013-07-23T00:00:00,USC00186350,0.16,0.0,92.0,73.0,3.0,3.0
2013-07-24T00:00:00,USC00186350,0.0,0.0,88.0,72.0,3.0,3.0
2013-07-25T00:00:00,USC00186350,0.0,0.0,88.0,66.5,3.0,3.0
2013-07-26T00:00:00,USC00186350,0.0,0.0,83.0,63.0,3.0,3.0
2013-07-27T00:00:00,USC00186350,0.0,0.0,86.0,69.0,3.0,3.0
2013-07-28T00:00:00,USC00186350,0.22,0.0,86.0,69.0,3.0,3.0
2013-07-29T00:00:00,USC00186350,0.08,0.0,86.0,66.0,3.0,3.0
2013-07-30T00:00:00,USC00186350,0.0,0.0,84.0,62.0,3.0,3.0
2013-07-31T00:00:00,USC00186350,0.0,0.0,85.0,64.0,3.0,3.0
2013-08-01T00:00:00,USC00186350,0.39,0.0,85.0,67.0,3.0,3.0
2013-08-02T00:00:00,USC00186350,0.11,0.0,84.0,67.0,3.0,3.0
2013-08-03T00:00:00,USC00186350,0.0,0.0,88.0,69.0,3.0,3.0
2013-08-04T00:00:00,USC00186350,0.12,0.0,80.0,64.0,3.0,3.0
2013-08-05T00:00:00,USC00186350,0.0,0.0,84.0,57.0,3.0,2.0
2013-08-06T00:00:00,USC00186350,0.0,0.0,83.0,65.0,3.0,3.0
2013-08-07T00:00:00,USC00186350,0.07,0.0,73.0,70.0,2.0,3.0
2013-08-08T00:00:00,USC00186350,0.0,0.0,86.0,71.0,3.0,3.0
2013-08-09T00:00:00,USC00186350,0.0,0.0,89.0,77.0,3.0,3.0
2013-08-10T00:00:00,USC00186350,0.0,0.0,93.0,77.0,3.0,3.0
2013-08-11T00:00:00,USC00186350,0.0,0.0,86.0,71.0,3.0,3.0
2013-08-12T00:00:00,USC00186350,0.0,0.0,86.0,69.0,3.0,3.0
2013-08-13T00:00:00,USC00186350,0.0,0.0,92.0,75.0,3.0,3.0
2013-08-14T00:00:00,USC00186350,0.5333333333333333,0.0,88.0,62.0,3.0,3.0
2013-08-15T00:00:00,USC00186350,0.4,0.0,80.0,60.0,3.0,2.0
2013-08-16T00:00:00,USC00186350,0.0,0.0,80.0,62.0,3.0,3.0
2013-08-17T00:00:00,USC00186350,0.0,0.0,81.0,56.0,3.0,2.0
2013-08-18T00:00:00,USC00186350,0.09,0.0,81.0,55.0,3.0,2.0
2013-08-19T00:00:00,USC00186350,0.11,0.0,81.0,62.0,3.0,3.0
2013-08-20T00:00:00,USC00186350,0.0,0.0,82.0,65.0,3.0,3.0
2013-08-21T00:00:00,USC00186350,0.0,0.0,89.0,70.0,3.0,3.0
2013-08-22T00:00:00,USC00186350,0.06,0.0,91.0,73.0,3.0,3.0
2013-08-23T00:00:00,USC00186350,0.0,0.0,89.0,70.0,3.0,3.0
2013-08-24T00:00:00,USC00186350,0.04,0.0,78.0,59.0,2.0,2.0
2013-08-25T00:00:00,USC00186350,0.0,0.0,85.0,59.0,3.0,2.0
2013-08-26T00:00:00,USC00186350,0.0,0.0,84.0,62.0,3.0,3.0
2013-08-27T00:00:00,USC00186350,0.0,0.0,89.0,67.0,3.0,3.0
2013-08-28T00:00:00,USC00186350,0.02,0.0,93.0,72.0,3.0,3.0
2013-08-29T00:00:00,USC00186350,0.1,0.0,83.0,72.0,3.0,3.0
2013-08-30T00:00:00,USC00186350,0.0,0.0,87.0,68.0,3.0,3.0
2013-09-01T00:00:00,USC00186350,0.0,0.0,85.5,71.0,3.0,3.0
2013-09-02T00:00:00,USC00186350,0.11,0.0,94.0,71.0,3.0,3.0
2013-09-03T00:00:00,USC00186350,0.0,0.0,93.0,74.0,3.0,3.0
2013-09-04T00:00:00,USC00186350,0.0,0.0,87.0,61.0,3.0,3.0
2013-09-05T00:00:00,USC00186350,0.0,0.0,85.0,62.0,3.0,3.0
2013-09-06T00:00:00,USC00186350,0.0,0.0,86.0,59.0,3.0,2.0
2013-09-07T00:00:00,USC00186350,0.0,0.0,79.0,54.0,2.0,2.0
2013-09-08T00:00:00,USC00186350,0.0,0.0,82.0,54.0,3.0,2.0
2013-09-09T00:00:00,USC00186350,0.0,0.0,90.0,63.0,3.0,3.0
2013-09-10T00:00:00,USC00186350,0.0,0.0,80.0,64.0,3.0,3.0
2013-09-11T00:00:00,USC00186350,0.0,0.0,93.0,73.0,3.0,3.0
2013-09-12T00:00:00,USC00186350,0.0,0.0,87.0,74.0,3.0,3.0
2013-09-13T00:00:00,USC00186350,0.37,0.0,93.0,69.0,3.0,3.0
2013-09-14T00:00:00,USC00186350,0.0,0.0,82.0,58.0,3.0,2.0
2013-09-15T00:00:00,USC00186350,0.0,0.0,80.0,49.0,3.0,2.0
2013-09-16T00:00:00,USC00186350,0.0,0.0,78.0,53.0,2.0,2.0
2013-09-17T00:00:00,USC00186350,0.02,0.0,76.0,52.0,2.0,2.0
2013-09-18T00:00:00,USC00186350,0.0,0.0,72.0,45.0,2.0,2.0
2013-09-19T00:00:00,USC00186350,0.0,0.0,68.5,48.0,2.0,2.0
2013-09-20T00:00:00,USC00186350,0.0,0.0,79.0,54.0,2.0,2.0
2013-09-21T00:00:00,USC00186350,0.0,0.0,83.0,60.0,3.0,2.0
2013-09-22T00:00:00,USC00186350,1.15,0.0,79.0,60.0,2.0,2.0
2013-09-23T00:00:00,USC00186350,0.0,0.0,75.0,53.0,2.0,2.0
2013-09-24T00:00:00,USC00186350,0.0,0.0,69.0,46.0,2.0,2.0
2013-09-25T00:00:00,USC00186350,0.0,0.0,74.0,49.0,2.0,2.0
2013-09-26T00:00:00,USC00186350,0.0,0.0,76.0,49.0,2.0,2.0
2013-09-27T00:00:00,USC00186350,0.0,0.0,77.0,54.0,2.0,2.0
2013-09-28T00:00:00,USC00186350,0.0,0.0,74.0,57.0,2.0,2.0
2013-09-29T00:00:00,USC00186350,0.0,0.0,73.0,51.0,2.0,2.0
2013-09-30T00:00:00,USC00186350,0.0,0.0,74.0,51.0,2.0,2.0
2013-10-01T00:00:00,USC00186350,0.0,0.0,74.0,51.0,2.0,2.0
2013-10-02T00:00:00,USC00186350,0.0,0.0,83.0,58.0,3.0,2.0
2013-10-03T00:00:00,USC00186350,0.0,0.0,86.0,61.0,3.0,3.0
2013-10-04T00:00:00,USC00186350,0.0,0.0,88.0,61.0,3.0,3.0
2013-10-05T00:00:00,USC00186350,0.0,0.0,88.0,66.0,3.0,3.0
2013-10-06T00:00:00,USC00186350,0.0,0.0,91.0,66.0,3.0,3.0
2013-10-07T00:00:00,USC00186350,0.0,0.0,89.0,70.0,3.0,3.0
2013-10-08T00:00:00,USC00186350,1.26,0.0,78.0,50.0,2.0,2.0
2013-10-09T00:00:00,USC00186350,0.01,0.0,69.0,54.0,2.0,2.0
2013-10-10T00:00:00,USC00186350,1.32,0.0,62.0,55.0,2.0,2.0
2013-10-11T00:00:00,USC00186350,1.23,0.0,63.0,55.0,2.0,2.0
2013-10-12T00:00:00,USC00186350,2.37,0.0,68.0,63.0,2.0,3.0
2013-10-13T00:00:00,USC00186350,0.17,0.0,74.0,66.0,2.0,3.0
2013-10-14T00:00:00,USC00186350,0.01,0.0,71.0,62.0,2.0,3.0
2013-10-15T00:00:00,USC00186350,0.0,0.0,74.0,51.0,2.0,2.0
2013-10-16T00:00:00,USC00186350,0.0,0.0,73.0,54.0,2.0,2.0
2013-10-17T00:00:00,USC00186350,0.0,0.0,73.0,61.0,2.0,3.0
2013-10-18T00:00:00,USC00186350,0.02,0.0,78.0,52.0,2.0,2.0
2013-10-19T00:00:00,USC00186350,0.0,0.0,67.0,47.0,2.0,2.0
2013-10-20T00:00:00,USC00186350,0.0,0.0,67.0,46.0,2.0,2.0
2013-10-21T00:00:00,USC00186350,0.0,0.0,64.0,40.0,2.0,2.0
2013-10-22T00:00:00,USC00186350,0.0,0.0,68.0,41.0,2.0,2.0
2013-10-23T00:00:00,USC00186350,0.06,0.0,66.0,44.0,2.0,2.0
2013-10-24T00:00:00,USC00186350,0.0,0.0,59.0,42.0,1.0,2.0
2013-10-25T00:00:00,USC00186350,0.0,0.0,52.0,37.0,1.0,1.0
2013-10-26T00:00:00,USC00186350,0.0,0.0,56.0,32.0,1.0,1.0
2013-10-27T00:00:00,USC00186350,0.0,0.0,56.0,37.0,1.0,1.0
2013-10-28T00:00:00,USC00186350,0.0,0.0,61.0,38.0,2.0,1.0
2013-10-29T00:00:00,USC00186350,0.0,0.0,66.0,39.0,2.0,2.0
2013-10-30T00:00:00,USC00186350,0.03,0.0,64.0,40.0,2.0,2.0
2013-10-31T00:00:00,USC00186350,0.01,0.0,66.0,52.0,2.0,2.0
2013-11-01T00:00:00,USC00186350,0.02,0.0,72.0,56.0,2.0,2.0
2013-11-02T00:00:00,USC00186350,0.17,0.0,75.0,52.0,2.0,2.0
2013-11-03T00:00:00,USC00186350,0.0,0.0,72.0,45.0,2.0,2.0
2013-11-04T00:00:00,USC00186350,0.0,0.0,58.0,33.0,1.0,1.0
2013-11-05T00:00:00,USC00186350,0.0,0.0,47.0,36.0,1.0,1.0
2013-11-06T00:00:00,USC00186350,0.0,0.0,59.0,42.0,1.0,2.0
2013-11-07T00:00:00,USC00186350,0.0,0.0,69.0,54.0,2.0,2.0
2013-11-08T00:00:00,USC00186350,0.0,0.0,64.0,36.0,2.0,1.0
2013-11-09T00:00:00,USC00186350,0.0,0.0,56.5,30.0,1.0,1.0
2013-11-10T00:00:00,USC00186350,0.0,0.0,55.0,38.0,1.0,1.0
2013-11-11T00:00:00,USC00186350,0.0,0.0,64.0,35.0,2.0,1.0
2013-11-12T00:00:00,USC00186350,0.0,0.0,61.0,35.0,2.0,1.0
2013-11-13T00:00:00,USC00186350,0.0,0.0,50.0,31.0,1.0,1.0
2013-11-14T00:00:00,USC00186350,0.0,0.0,43.0,27.0,1.0,1.0
2013-11-15T00:00:00,USC00186350,0.0,0.0,56.0,29.0,1.0,1.0
2013-11-16T00:00:00,USC00186350,0.42,0.0,60.0,37.0,2.0,1.0
2013-11-17T00:00:00,USC00186350,0.01,0.0,56.0,48.0,1.0,2.0
2013-11-18T00:00:00,USC00186350,0.17,0.0,67.0,53.0,2.0,2.0
2013-11-19T00:00:00,USC00186350,0.0,0.0,73.0,44.0,2.0,2.0
2013-11-20T00:00:00,USC00186350,0.0,0.0,49.0,34.0,1.0,1.0
2013-11-21T00:00:00,USC00186350,0.0,0.0,47.0,30.0,1.0,1.0
2013-11-22T00:00:00,USC00186350,0.0,0.0,52.0,36.0,1.0,1.0
2013-11-23T00:00:00,USC00186350,0.0,0.0,62.0,41.0,2.0,2.0
2013-11-24T00:00:00,USC00186350,0.0,0.0,56.0,25.0,1.0,1.0
2013-11-25T00:00:00,USC00186350,0.0,0.0,33.0,23.0,1.0,1.0
2013-11-26T00:00:00,USC00186350,0.0,0.0,38.0,25.0,1.0,1.0
2013-11-27T00:00:00,USC00186350,2.07,0.0,47.0,33.0,1.0,1.0
2013-11-28T00:00:00,USC00186350,0.13,0.0,43.0,29.0,1.0,1.0
